Text,Actual Sentiment,Predicted Sentiment,Confidence
pearl plaza llc joint venture srv shanghai industrial investment holdings co ltd concluded investment decision construction first phase shopping center saint petersburg russia,positive,neutral,0.8770183
poyry plc additional information martin kuzaj president industry business group finland tel sanna paivaniemi director investor relations poyry plc finland tel poyry global consulting engineering company dedicated balanced sustainability,neutral,neutral,0.9353949
professional consumer applications include personal navigation personal safety field workflow management asset tracking,neutral,neutral,0.9421254
satama trainers house remain names independent brands business areas,neutral,neutral,0.93707687
talvik says relocation application programs servers continue hp servers approved hp supplying tailor made solution elisa,neutral,neutral,0.7147504
technopolis st petersburg government signed cooperation memorandum october set techno park neudorf production zone village strelny st petersburg suburbs,positive,positive,0.81825215
tekla structures team compatible windows operating system,neutral,neutral,0.83670247
tekla structures bim building information modeling software developed according long term plan improved user experience process functionality,positive,positive,0.5546254
teliasonera leading telecommunications company nordic baltic regions,positive,neutral,0.57538587
mentioned shareholders suggest monthly salary eur would paid board members outside company,neutral,neutral,0.88081104
address location provided local controller preferably wireless transmission uses address location access appliance control module,neutral,neutral,0.95401865
aim bridge solutions chosen minimize construction times ensuring traffic beneath bridge saimaa canal continues undisturbed,neutral,positive,0.7090796
bank also examining benefits transferring swedish business operate branch office operations would governed finland laws,neutral,neutral,0.8327187
company admits months relatively short time operating russia,neutral,negative,0.9217341
company wide selection metal products services,neutral,neutral,0.9499388
company charge natural gas storage activities france great britain germany,neutral,neutral,0.944832
cooperation airbaltic expected lead transfer finncomm ownership airbaltic time,neutral,neutral,0.92969424
court decision also promote genuine competition services,neutral,neutral,0.6283078
daily graphic newspaper october reported initiative embarked upon fidelity bank partner ghana post offices across country offer financial services unbanked banked country,neutral,neutral,0.9074532
device also used theft protection positioning vehicles boats assets,neutral,neutral,0.8725074
donations granted aalto university universities helsinki tampere turku eastern finland jyv skyl oulu vaasa polytechnics announced later,neutral,neutral,0.9293606
