Text,Actual Sentiment,Predicted Sentiment,Confidence,Impact Score
panostaja financially secure finnish multi field corporation creates healthy companies company entities,neutral,positive,0.7949266,79.49266
g allows customers use mobile broadband services speeds ten times higher today g,positive,positive,0.7937138,79.37138
finnish bank land landsbanken issued profit warning,negative,negative,0.881103,79.29926999999999
implementation programs negative impacts earnings mr meiklejohn said,negative,negative,0.88108754,79.2978786
found however driver involved two car accident,neutral,negative,0.88083065,79.2747585
business goals realize temporary lay offs carried summer savings measures,neutral,negative,0.8804873,79.24385699999999
happy working rapala encourage boaters anglers introduce newcomers sport said rbff president ceo frank peterson,positive,positive,0.7924119,79.24118999999999
jp morgan expects scala lower nobel biocare growth forecast current guidance pct well operating margin target current pct,negative,negative,0.8801313,79.211817
finnish plumbing heating systems supplier uponor temporarily laying whole workforce finland two weeks mid july,negative,negative,0.879827,79.18443
brazilian unit finnish security solutions provider f secure signed new clients last year online news source reseller web quoted division commercial director vladimir brand saying,positive,positive,0.79130644,79.130644
calls switchboard directory services decreased significantly since employees date contact information colleagues customers phone place call directly,neutral,negative,0.8784266,79.05839399999999
january largest nordic bank nordea finnish retail chain stockmann launched regionally unique cooperation project first introduce common mastercard credit card enabling payments different states stores,neutral,positive,0.78941315,78.941315
finnish silicon wafer technology company okmetic oyj omx helsinki okm v reported thursday august operating profit eur period january june eur corresponding period,positive,negative,0.8768969,78.920721
operating profit eur mn compared loss eur mn corresponding period,positive,negative,0.8763255,78.869295
considerably weaker u dollar british pound impact sales average prices euros upm said,negative,negative,0.87596107,78.83649630000001
coffee served starting eet well event,neutral,positive,0.7882094,78.82094
adp news apr finnish business information systems developer solteq oyj hel stq v said today net loss widened eur usd first quarter eur peri,negative,negative,0.87515366,78.7638294
adp news feb finnish computer services company proha oyj hel art v said today net loss narrowed eur usd eur million,positive,negative,0.87496465,78.7468185
finnish financial group aktia reports operating profit eur mn january september eur mn corresponding period,positive,negative,0.87491125,78.7420125
repeat order follow successfully installed elevators delhi metro system kone spokeswoman told thomson financial news,positive,positive,0.78700405,78.70040499999999
group reiterated forecast handset manufacturers sell around mln units year globally,neutral,positive,0.7868368,78.68368
cost cutting measures produced around eur savings past nine months dampened airline loss finnair said,positive,negative,0.87375855,78.6382695
finnish aldata solution signed contract supply g l system two french retail chains,positive,positive,0.7856797,78.56797
finnish nordic aluminium starting employer employee negotiations finland concern staff groups,neutral,negative,0.87255394,78.52985460000001
gives us sense pride exposure said bruce hansen svh sales representative wolverine,positive,positive,0.78529084,78.52908400000001
earnings per share eps eur loss eur,positive,negative,0.8725395,78.528555
singapore may july finnish air carrier finnair oyj hel fia said today open daily route singapore may part growth strategy asia,positive,positive,0.78451985,78.45198500000001
operating profit excluding non recurring items eur million compared eur million,negative,negative,0.8715521,78.439689
last month outokumpu sold percent technology unit outokumpu technology oyj strategic goal becoming world largest stainless steel maker,positive,positive,0.7843265,78.43265000000001
finnish solutions provider affecto oyj said today frame contract valued eur implement next phase insurance application south african mutual federal insurance company limited f,positive,positive,0.7837761,78.37761
progress group qpr representative saudi arabia north africa signed framework agreement long term strategic relationship ise,positive,positive,0.7837491,78.37491
tallink claims watertight doors vana tallinn regina baltica including electrical systems fully working order,positive,positive,0.7836809,78.36809
october finnish wood products technology supplier raute oyj hel rutav said today swung net profit eur first nine months versus net loss eur period year earlier,positive,positive,0.7836072,78.36072
bilfinger investors cheered agreement pushing shares euro euro afternoon trade,positive,positive,0.78315914,78.31591399999999
recovery demand started toward end continued january march,positive,positive,0.782792,78.2792
tightened competition situation production automation market affected net sales cencorp said,negative,negative,0.8697012,78.27310800000001
